"ID příspěvku","ID stránky","Název stránky",Název,Popis,"Délka (v sekundách)","Čas zveřejnění","Typ titulků","Přímý odkaz","Je crosspost","Je sdílený","Typ příspěvku",Jazyky,"Vlastní štítky","Stav financovaného obsahu","Komentář s daty",Datum,Zhlédnutí,Dosah,"Reakce, komentáře a sdílení",Reakce,Komentáře,Sdílení,"Celkem kliknutí","Spotřeba cílení na shodující se okruh uživatelů (Photo Click)","Jiná kliknutí","Kliknutí na odkaz",IMPRESSION:UNIQUE_USERS,"Zhlédnutí s","Průměrné zhlédnutí s","Odhadované výdělky (USD)","CPM reklamy v (USD)","Zobrazení reklamy"
1136057514984597,100057410770738,"Prague International Chess Festival","✅ You wished for him, and now it’s a reality! Anish Giri is the final addition to this year's Masters! The Netherlands’ No. 1 and the Tata Steel Chess Tournament champion from two years ago is the cherry on top for the 2025 event. Don’t miss him and the rest of the brilliant lineup starting February 25th! ♟🔜

✅ Přáli jste si ho, a teď se to stalo skutečností! Anish Giri je posledním potvrzeným hráčem letošních Masters! Nizozemská šachová jednička a vítěz Tata Steel Chess je pomyslnou třešničkou na dortu a skvělou pozvánkou na sedmý ročník turnaje. Sledujte jeho i zbytek naší skvělé sestavy od 25. února! ♟🔜",,0,"02/16/2025 10:07",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0XPjRrQqiwsdiALVHTRkLX1Z7Lk1RoDw4fNc1cGLXFUdzP8HE2zEHDa3ArKZwRc2Pl,0,0,Fotky,,,,,Dlouhodobě,2238,1155,65,51,8,6,55,5,50,,,,,,,
1138173574772991,100057410770738,"Prague International Chess Festival","♟⛪️ The whole capital knows. The chess is coming back and we celebrate it all over the place. Join us from 25th of February at Don Giovanni Hotel Prague! 🤝

🇨🇿 ♟⛪️ Celé hlavní město to ví. Šachy se vracejí a my je oslavujeme na každém rohu. Přidejte se k nám od 25. února v pražském hotelu Don Giovanni! 🤝",,0,"02/19/2025 06:54",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02qaGGk9fMrN3hDTq6WqR95zTmHdN2MAyjnYcMDkHbHGtig6E2iLq9ft6GBw1NstZNl,0,0,Fotky,,,,,Dlouhodobě,726,372,12,11,0,1,7,2,5,,,,,,,
1139335087990173,100057410770738,"Prague International Chess Festival","PICF 2025 s Markem Adamczykem - Atmosféra a účast na festivalu","""Jestli někde poznat tu pravou šachovou atmosféru, tak na @[100057410770738:2048:Prague International Chess Festival]u!"" Tvář letošního ročníku Marek Adamczyk také prozradí, zda si letos v @[100065547697391:2048:Don Giovanni Hotel Prague] sám zahraje! 🎙♟

🇬🇧 ""If there's one place to experience the true chess atmosphere, it's the Prague International Chess Festival!"" This year's guide through the festival, Marek Adamczyk, will also reveal whether he'll be playing himself at the Don Giovanni Hotel Prague! 🎙♟",44,"02/20/2025 22:31",N/A,https://www.facebook.com/PragueChessFestival/videos/964151759156600/,1,0,Videa,,,,,Dlouhodobě,1109,483,19,15,0,4,22,,22,,,6684.969,6.732,0,0,0
1140786901178325,100057410770738,"Prague International Chess Festival","🎭 Shall we dance? Take a look at the rehearsal of the special performance (Sou)Hra prepared for the day off within our festival. Dance will follow the debate Geopolitické šachy: Jakou figurkou je Česko na šachovnici světa? and it's directed and choreographed by Alena Pešková. Music is composed by Gabriela Vermelho and the act itself will be performed by Ultra-minimal-ballet ensemble. Get your tickets for the debate and performance! https://bit.ly/geopoliticke-sachy 👈

🇨🇿 🎭 Zatančíme si? Podívejte se na zkoušku speciálního představení (Sou)Hra, které bylo připraveno pro den volna v rámci našeho festivalu. Tanec bude následovat po debatě Geopolitické šachy: Jakou figurkou je Česko na šachovnici světa?, a jeho režie a choreografie se ujala Alena Pešková. Hudbu složila Gabriela Vermelho a samotné vystoupení předvede soubor Ultra-minimal-ballet. Zajistěte si vstupenky na debatu i představení! https://bit.ly/geopoliticke-sachy 👈

📷 Petr Vrabec",,0,"02/22/2025 22:03",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0NZRm7hNwxwwSSEC14e6kuWnhpWPvuL1micfcFNauxXcg7YzLacxH2aii516ejCqrl,0,0,Fotky,,,,,Dlouhodobě,2437,1211,34,32,0,2,69,45,18,6,,,,,,
1141043904485958,100057410770738,"Prague International Chess Festival","👕 Are you dressed up for the action? We don't have any jeans, but some t-shirts and jigsaw puzzles would do it, right? 🧩 On the 1st floor of Don Giovanni Hotel Prague you'll find our merch along with chess books and lots of great other stuff! Check it out while you with us at the festival! Nothing will suit you better! 👌

🇨🇿 👕 Jste připraveni na akci? Džíny sice nemáme, ale trička a skládačky by to mohly zachránit, ne? 🧩 V 1. patře hotelu Don Giovanni najdete náš merch, šachové knihy a spoustu dalšího skvělého zboží! Stavte se za námi podívat. Nic vám nebude sedět líp! 👌",,0,"02/23/2025 05:44",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02TVZGbTtJrzm1Z31wzBfacpbnG48AzxiX488f2ZAPBcMyqEnoFnuhBgDmyj4E2Baml,0,0,Fotky,,,,,Dlouhodobě,657,307,7,7,0,0,17,14,3,,,,,,,
1141189161138099,100057410770738,"Prague International Chess Festival","The first players have arrived! Ediz Gurel, Le Quang Liem and Divya Deshmukh - welcome to the Prague International Chess Festival! 👋

První šachisté a šachistky jsou v Praze! Do Don Giovanni Hotel Prague právě dorazili Ediz Gurel, Le Quang Liem and Divya Deshmukh. Vítejte na Pražském šachovém festivalu!",,0,"02/23/2025 09:55",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02D48jFQaU8DPyqePUeFMBB7HsJjFrCi3xCdywRsb9EcPrG7RFNP7pu3o6GsPzZDpal,0,0,Fotky,,,,,Dlouhodobě,4243,2267,144,136,3,5,417,258,159,,,,,,,
1141251661131849,100057410770738,"Prague International Chess Festival","🫡""It’s crucial for me to keep improving and to provide more than ten days of unforgettable experiences. "" Our director Petr Boleslav addresses the upcoming 7th edition of Prague International Chess Festival. 👉 https://bit.ly/petr-boleslav-picf2025

🇨🇿 🫡""Pokračovat, věci zlepšovat a opět připravit více než deset dní zážitků je pro mě velmi důležité."" Náš ředitel Petr Boleslav sdílí myšlenky před nadcházejícím 7. ročníkem Prague International Chess Festivalu. 👉 https://bit.ly/petr-boleslav-picf2025-cz",,0,"02/23/2025 12:07",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02jsaMcUKnkUDGVJfzB5HxbtSWdHSqwxqGuDn93tcdg4YEyaggiZzmGzkncBKSAFhEl,0,0,Fotky,,,,,Dlouhodobě,833,248,18,17,0,1,20,2,6,12,,,,,,
1141623061094709,100057410770738,"Prague International Chess Festival","💪 ""The lineup is so strong that it’s hard to choose just one, but I’m definitely looking forward to playing Giri."" Our Tata Steel Chess Tournament hero Thai Dai Van Nguyen is eagerly anticipating his favorite home event. Read the whole interview in the comments!♟ 👇

🇨🇿 💪 ""Startovní listina je tak nabitá, že je těžké vybrat jen jednoho hráče. Určitě se ale těším na Giriho."" Náš hrdina z Tata Steel Chess Thai Dai Van Nguyen se těší na svůj oblíbený domácí turnaj. Odkaz na rozhovor najdete v komentáři! ♟👇",,0,"02/24/2025 00:01",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02oYXzeSRDEFo6WkHPqj5UqBdHv8usH8tDTcGBt3iPoYEvHEQumUxMAoFJXm6n2Xx3l,0,0,Fotky,,,,,Dlouhodobě,937,469,16,13,2,1,27,4,23,,,,,,,
1141970597726622,100057410770738,"Prague International Chess Festival","Wei Yi and Ma Qun - Welcome to Prague! 🇨🇿",,0,"02/24/2025 09:15",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0baBKgLMPvn2ku1rHVUi1HtviR3HXo8CRdqPvciw6bHS49RYvJVVgB6AkbrwNXLUTl,0,0,Fotky,,,,,Dlouhodobě,935,530,23,23,0,0,18,4,14,,,,,,,
1142068137716868,100057410770738,"Prague International Chess Festival","From glory on Djerba Chess Festival to bright future in the capital! Welcome to Prague, champion Marc'Andria Maurizzi, and best of luck! 🏆

🇨🇿 Po úspěchu na Djerba Chess Festivalu rovnou do hlavního města a k zářivým zítřkům! Vítáme tě v Praze, šampione Maurizzi, hodně zdaru!🏆",,0,"02/24/2025 12:34",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0d6RLz6BJ3oMGLrs2hCDHk574AKQXGfmfRsZpdFVgmMjG9d99jH1R5TiR4iumoWMfl,0,0,Fotky,,,,,Dlouhodobě,989,533,26,25,0,1,12,6,6,,,,,,,
1142466681010347,100057410770738,"Prague International Chess Festival","♟️ Good morning! Today is the perfect day for a start of a chess tournament! 🔥 What are you looking forward to the most? Let us know in the comments! We can’t wait to see you, fans of the royal game! 👑 See you at Don Giovanni Hotel Prague!

🇨🇿 ♟️ Krásné dopoledne! Dnešek je jako stvořený pro start šachového turnaje! 🔥 Na co se nejvíc těšíte? Dejte nám vědět v komentářích! My se rozhodně těšíme na vás, fanoušky královské hry! 👑 Uvidíme se v Don Giovanni Hotel Prague!",,0,"02/25/2025 01:42",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid03q1GyZGxYa9TAKpXhzVRF9Bpwpst4v4Pu3bj8yx3AotuhvnyioEXjLSbbfzWChdpl,0,0,Fotky,,,,,Dlouhodobě,795,404,22,14,7,1,22,4,18,,,,,,,
1142604090996606,100057410770738,"Prague International Chess Festival","PICF 2025 s Markem Adamczykem - Největší zážitek a oblíbený šachista","🇨🇿 České okénko s naším milým ambasadorem turnaje Markem Adamczykem. Jaký je jeho největší zážitek z @[100057410770738:2048:Prague International Chess Festival]u a přijede jeho oblíbený šachista? 💬

🇬🇧 Czech intermezzo before the big ceremony. Quick rapid fire questions for our dear ambassador Marek Adamczyk. What is his biggest experience from the @[100057410770738:2048:Prague International Chess Festival], and will his favorite chess player come to the festival? 💬",124,"02/25/2025 05:34",N/A,https://www.facebook.com/PragueChessFestival/videos/1145782500009545/,0,0,Videa,,,,,Dlouhodobě,538,328,15,12,0,3,8,,8,,,4886.115,10.507,0,0,0
1142710060986009,100057410770738,"Prague International Chess Festival","📈 Let's talk numbers, shall we? This is our complete Masters and Challengers rosters. Not bad, right? Who is your favorite? 🫶

🇨🇿 📈 Naši hráči řečí čísel! Představujeme kompletní sestavu Masters a Challengers s ELO hodnocením. To není špatné, že? Kdo je vaším favoritem?🫶",,0,"02/25/2025 08:31",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0EHzgbz6LRQVqrLSw3G3MbBGqewuw9mFqDLrErDha7snVdxmi5kN5NNVMVBWF7cx8l,0,0,Fotky,,,,,Dlouhodobě,960,409,17,16,0,1,38,31,7,,,,,,,
1142778724312476,100057410770738,"Prague International Chess Festival","⭐️ Here we go PICF 2025! Opening ceremony is up and running. Can’t wait for the draws! 🔜

🇨🇿 ⭐️ Tak tě tu máme PICF 2025! Zahajovací ceremoniál je v plném proudu. A rozlosování partií je za dveřmi! 🔜",,0,"02/25/2025 10:38",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid027n8LdXoxq7838CmEgF62587NZW6Vqb2SxMEjvY2iaetqmecrVVW6TBvZJ8Ub8cWhl,0,0,Fotky,,,,,Dlouhodobě,1084,506,25,24,0,1,74,59,15,,,,,,,
1142807007642981,100057410770738,"Prague International Chess Festival","We present you players of the Masters, Challengers and Futures tournaments! Prague International Chess Festival 2025 is on the way!

Představujeme vám hráče turnajů Masters, Challengers a Futures! Pražský šachový festival 2025 byl slavnostně zahájen!",,0,"02/25/2025 11:33",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid033bTiZytaZbFqruoLn7GR6s6RfsC1ZtviHnxaxdpr1Brz9Q4WyJokXE2KurPsoBXJl,0,0,Fotky,,,,,Dlouhodobě,7731,3589,273,242,18,13,755,569,185,1,,,,,,
1143155234274825,100057410770738,"Prague International Chess Festival","PICF 2025 - Opening ceremony","🥂 We kicked things off in style! Check out our highlights from the PICF 2025 Opening Ceremony. The boards are set now, let’s move those pieces at the @[100065547697391:2048:Don Giovanni Hotel Prague]! ♟🔝

🇨🇿 🥂 Odstartovali jsme ve velkém stylu! Podívejte se na momentky ze zahajovacího ceremoniálu PICF 2025. Šachovnice jsou nyní připravené a figury se nemohou dočkat prvních tahů. Těšíme se v pražském hotelu Don Giovanni! ♟🔝",120,"02/25/2025 22:48",N/A,https://www.facebook.com/PragueChessFestival/videos/984510879846770/,0,0,Videa,,,,,Dlouhodobě,1784,876,76,64,4,8,61,,55,6,,37609.01,26.503,0,0,0
1143276534262695,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Opening Ceremony (by Petr Vrabec)",,0,"02/26/2025 02:53",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02DTBF2Apv1ZQFA2TyCTyCAVvAJGEcnL6MMcNiWQiJF82W6p5z9MF7hHhqZCrAQWful,0,0,Fotky,,,,,Dlouhodobě,2722,1096,65,52,8,5,337,230,76,31,,,,,,
1143303824259966,100057410770738,"Prague International Chess Festival","❗The wait is over! ♟️👌 Here are pairings for day 1⃣

❗Čekání je u konce. Tady máte rozpis partií pro první den! ♟️",,0,"02/26/2025 03:42",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0KFDZwmQWCNpauViF6rZoVT8iM8vbMmn1a8nf84NeKmhoBoYWyPngeUktSfNS3iyrl,0,0,Fotky,,,,,Dlouhodobě,999,429,13,11,0,2,70,55,15,,,,,,,
1143427080914307,100057410770738,"Prague International Chess Festival","The tournament has started ♟️🚀

#chess #tournament #prague","The tournament has started ♟️🚀

#chess #tournament #prague",20,"02/26/2025 06:57",N/A,https://www.facebook.com/reel/2022211168262537/,1,0,Reels,,,,,Dlouhodobě,436,346,9,8,0,1,2,,2,,,1897.617,5.242,0,,0
1143484734241875,100057410770738,"Prague International Chess Festival",🙏❤️🔥,,0,"02/26/2025 08:35",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02CKDPoky3Gvo93ovs4qUgbW7btKnMEYUaJ5k2Km25A8Wbtn3XmCUN1jLMXqnk7J5Dl,0,1,Fotky,,,,,Dlouhodobě,865,397,10,10,0,0,35,14,21,,,,,,,
1143506590906356,100057410770738,"Prague International Chess Festival","Waiting line at the registration for Karel Janecek Open tournament. 😊♟️","Waiting line at the registration for Karel Janecek Open tournament. 😊♟️",21,"02/26/2025 09:12",N/A,https://www.facebook.com/reel/1143809530262183/,0,0,Reels,,,,,Dlouhodobě,784,488,17,15,0,2,14,,14,,,5405.797,8.847,0,,0
1143617914228557,100057410770738,"Prague International Chess Festival","Day one is behind us, take a look at some pictures. 📸 

První den je za námi, prohlédněte si ho v naší galerii. 

Photos by / Fotil Petr Zewlakk Vrabec",,0,"02/26/2025 11:54",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0VhmfUcqtCZEyBxkn45Wny7jJkxx62QE4zMcwTuz19ohoz5pgjixgHwjqHEPmuoJkl,0,0,Fotky,,,,,Dlouhodobě,1428,609,20,18,0,2,188,170,18,,,,,,,
1143697394220609,100057410770738,"Prague International Chess Festival","The results are in! We have two winners in Masters and Challengers categories. 🏆

Výsledky prvního kola jsou zde! V kategoriích Masters a Challengers máme po dvou výhrách.",,0,"02/26/2025 15:09",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02U1oqdbwt28TXiYoS8FioFterM1NvSvhs7Y25LJ9VCYvtkhv1fwx8Lg1d9kWGgrUcl,0,0,Fotky,,,,,Dlouhodobě,1198,526,14,12,0,2,98,86,12,,,,,,,
1144036170853398,100057410770738,"Prague International Chess Festival","PICF 2025 - Round 1","♟ First moves, first blunders and a lot of joy! Take a look at the highlights of Round 1 at the @[100057410770738:2048:Prague International Chess Festival]. 🎬

🇨🇿 ♟ První tahy, první chyby, ale také spousta radosti! Podívejte se na momentky z 1. kola Pražského mezinárodního šachového festivalu. 🎬 

📍@[100065547697391:2048:Don Giovanni Hotel Prague]",106,"02/27/2025 02:27",N/A,https://www.facebook.com/PragueChessFestival/videos/652739437151263/,0,0,Videa,,,,,Dlouhodobě,814,403,28,24,2,2,23,,23,,,12216.324,17.552,0,0,0
1144111230845892,100057410770738,"Prague International Chess Festival","Druhé kolo na Prague International Chess Festival startuje v 15:00!🔥 Přijďte se podívat do Don Giovanni Hotel Prague nebo sledujte náš live stream 👉 bit.ly/PICF2025-livestream

The second round of the Prague International Chess Festival 2025 starts at 3:00 PM! 🔥 Come visit us at the Don Giovanni Hotel Prague or watch our live stream 👉 bit.ly/PICF2025-livestream",,0,"02/27/2025 04:22",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02NDzDWQ8uHMMLUiLTbi4A3G33XED2NwQUAP7uoqjvRaHLhphj1WUE8Md7mEu6EhF5l,0,0,Fotky,,,,,Dlouhodobě,865,337,7,5,0,2,31,18,4,9,,,,,,
1144181240838891,100057410770738,"Prague International Chess Festival","📣INTERVIEW: Jak hodnotí Sam Shankland úvodní kolo na PICF? 

INTERVIEW: How does Sam Shankland evaluate the first round at PICF?","📣INTERVIEW: Jak hodnotí Sam Shankland úvodní kolo na PICF? 

INTERVIEW: How does Sam Shankland evaluate the first round at PICF?",99,"02/27/2025 06:15",N/A,https://www.facebook.com/PragueChessFestival/videos/2077379812764257/,0,0,Videa,,,,,Dlouhodobě,392,341,2,2,0,0,4,,4,,,2370.016,6.733,0,0,0
1144268370830178,100057410770738,"Prague International Chess Festival","Thank you, Ozgur Solakoglu! 👏",,0,"02/27/2025 08:39",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02dZ4pvKS98zGwQJq3Yejc6EFPnVpyopBZxDGiuG5Bm1sM1iU6pSizYw9R8ocfE9m3l,0,0,Fotky,,,,,Dlouhodobě,1680,1048,36,34,0,2,25,13,12,,,,,,,
1144297244160624,100057410770738,"Prague International Chess Festival","📣 Today, the Karel Janeček Open Tournament kicked off with more than 300 chess players participating. Good luck to everyone!

Dnes na Pražském šachovém festivalu odstartoval také Karel Janeček Open, kterého se účastní více než 300 šachistů. Přejeme všem hodně štěstí!",,0,"02/27/2025 09:26",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0fThRAqt11fSvJ7MjCFCAQJiSA76vB1vSLRGfUNjjdV6qgQjc7iQYprcykFCwVWPzl,0,0,Fotky,,,,,Dlouhodobě,1970,740,8,8,0,0,71,51,20,,,,,,,
1144364657487216,100057410770738,"Prague International Chess Festival","🔥 Here are the results of the Round 2! The only victory in the Masters tournament was claimed by Aravindh Chithambaram, who defeated Vincent Keymer.

Tady jsou výsledky druhého kola, jediné vítězství v turnaji Masters si připsal Aravindh Chithambaram, který porazil Vincenta Keymera.",,0,"02/27/2025 11:46",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid036vysTse7o7D2E7M6XjdzkCmDik1cJZnBbooSnKQpuedfeYDtwH8Lb6vwB6y7j5wUl,0,0,Fotky,,,,,Dlouhodobě,894,367,7,6,0,1,21,18,3,,,,,,,
1144446547479027,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 2 (by Petr Vrabec)",,0,"02/27/2025 14:24",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02XaDRhQkpoKPPr9uTUiUsqZVjaq3ynDT8HYKJApKs3pcrxZf4NLZPxzFGkrjVsfvJl,0,0,Fotky,,,,,Dlouhodobě,1256,509,24,23,0,1,104,86,18,,,,,,,
1144701527453529,100057410770738,"Prague International Chess Festival","🎥 INTERVIEW with Aravindh Chithambaram about Round 2: ""I experimented and it worked out in the end."" 💪 ✅","🎥 INTERVIEW with Aravindh Chithambaram about Round 2: ""I experimented and it worked out in the end."" 💪 ✅",86,"02/27/2025 23:18",N/A,https://www.facebook.com/PragueChessFestival/videos/982025403879697/,0,0,Videa,,,,,Dlouhodobě,363,276,6,5,0,1,3,,3,,,1860.759,5.814,0,0,0
1144766624113686,100057410770738,"Prague International Chess Festival","📽 The second round of the Prague International Chess Festival brought many exciting moments. The Karel Janeček Open tournament also kicked off. 

📽 Druhé kolo na Pražském šachovém festivalu přineslo spoustu zajímavých okamžiků. A odstratovalo také první kolo turnaje Karel Janeček Open! Jak to vypadalo se podívejte ve videu. 🤩👇","📽 The second round of the @[100057410770738:2048:Prague International Chess Festival] brought many exciting moments. The @[100044490217012:2048:Karel Janeček] Open tournament also kicked off. 

📽 Druhé kolo na Pražském šachovém festivalu přineslo spoustu zajímavých okamžiků. A odstratovalo také první kolo turnaje Karel Janeček Open! Jak to vypadalo se podívejte ve videu. 🤩👇",118,"02/28/2025 01:29",N/A,https://www.facebook.com/PragueChessFestival/videos/1307948090325694/,0,0,Videa,,,,,Dlouhodobě,637,330,22,12,6,4,15,,15,,,7912.034,14.49,0,0,0
1144815710775444,100057410770738,"Prague International Chess Festival","👌Third time’s the charm! Who’s going to bring the magic to the boards this time? Let's find out at Don Giovanni Hotel Prague!

🇨🇿👌Do třetice všeho dobrého! Kdo tentokrát přinese na šachovnice trochu magie? Nechme se překvapit, už od tří hodin v Don Giovanni Hotel Prague!",,0,"02/28/2025 03:05",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid021vbMVSLeXh1eRYmgZKytuHhzTmtL6NhJZNXtKJ4ai7rQCjdBqSgeLFWW8BudDDWNl,0,0,Fotky,,,,,Dlouhodobě,696,323,4,3,0,1,19,13,6,,,,,,,
1144900097433672,100057410770738,"Prague International Chess Festival","Divya Deshmukh after Round 2","INTERVIEW: ""The position felt like it would win in a hundred ways!"" And Divya Deshmukh found just the one! Here's her thoughts after Round 2. 💬💯 #GameOfTheDay

🇨🇿 ROZHOVOR: „Ta pozice vypadala, že bych mohla vyhrát na stovky způsobů!“ A Divya Deshmukh našla právě ten správný! Zde jsou její myšlenky po 2. kole. 💬💯",101,"02/28/2025 05:10",N/A,https://www.facebook.com/PragueChessFestival/videos/28693732436936682/,0,0,Videa,,,,,Dlouhodobě,479,349,10,8,0,2,4,,4,,,4345.522,10.65,0,0,0
1144950300761985,100057410770738,"Prague International Chess Festival","Round 3️⃣ has started. Watch the action in the Don Giovanni Hotel Prague or live🔴! 

🇨🇿 3️⃣.kolo bylo zahájeno. Přijďte se podívat do hotelu Don Giovanni nebo sledujte partie v živém přenosu!",,0,"02/28/2025 06:27",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0jLEWDXcdjt2EcVy3U31p5Qdw4kVKbfn3ivqkWHxewUxYwbsKPyTn5kFh8sbLLiK1l,0,0,Fotky,,,,,Dlouhodobě,669,368,9,8,0,1,5,2,3,,,,,,,
1144990410757974,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 1 (by Petr Vrabec)",,0,"02/28/2025 07:33",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02QHMUuv4ZzMgX6TiJEkyNEm1yKSiemMzjXWiKT1MwiVXjHHxTpK7J7WmEjCTUoNrsl,0,0,Fotky,,,,,Dlouhodobě,812,368,8,7,0,1,43,38,5,,,,,,,
1144990740757941,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2025 - Children's Day (by Petr Vrabec)",,0,"02/28/2025 07:33",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0vDFS4YURrp11xmQUiZoXDVUjo8vL2QS3o7Z7R9a4PqWHkw3nbvpMvSotnK3vLcLcl,0,0,Fotky,,,,,Dlouhodobě,1017,781,12,8,0,4,96,63,33,,,,,,,
1145030394087309,100057410770738,"Prague International Chess Festival","Nodirbek Yakubboev after Round 2","🎤INTERVIEW: One more throwback to Round 2! ""King became unsafe, but it should be a draw."" Nothing but respect for Marc'Andria Maurizzi from yesterday's winner Nodirbek Yakubboev.

🇨🇿 🎤 ROZHOVOR: Ještě jeden návrat k 2. kolu! „Král byl v nebezpečí, ale partie měla skončit remízou.“ Nic než fér uznání a respekt pro Marc’Andriu Maurizziho od včerejšího vítěze Nodirbeka Yakubboeva.",93,"02/28/2025 08:29",N/A,https://www.facebook.com/PragueChessFestival/videos/989526469252481/,0,0,Videa,,,,,Dlouhodobě,441,349,9,8,0,1,8,,8,,,2727.98,6.854,0,0,0
1145142317409450,100057410770738,"Prague International Chess Festival","💯 What a day full of exciting results. What is your game of the day? Give us a vote on 👉 https://praguechessfestival.com/en/2025/vote

🇨🇿 💯Den plný napínavých výsledků! Která partie byla podle vás nejlepší? Hlasujte na 👉 https://praguechessfestival.com/cs/2025/vote",,0,"02/28/2025 11:51",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02WM1ZYWJsLi8U5uY2JyV6LgaA58T66fPU79TLj6bEFyC2AnJLtyAn7wyaVnkLJxV2l,0,0,Fotky,,,,,Dlouhodobě,733,331,4,3,0,1,15,7,2,6,,,,,,
1145228470734168,100057410770738,"Prague International Chess Festival","🆙 Aravindh Chithambaram with the lead in Masters, top spot of the Challengers group is shared between Nodirbek Yakubboev and Jonas Buhl Bjerre. How's your favorite player doing after three round? 👍👎

🇨🇿 🆙 Aravindh Chithambaram vede v turnaji Masters, v čele Challengers se o první místo dělí Nodirbek Yakubboev a Jonas Buhl Bjerre. Jak si vede váš oblíbený hráč po třech kolech? 👍👎",,0,"02/28/2025 15:06",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0DRsGTj2gToS6sK1WM1DYbrzxbx3fPxQgqvKVyTVPJcSS75zUfAqWwEkk4oM6NwHLl,0,0,Fotky,,,,,Dlouhodobě,750,346,6,5,0,1,13,11,2,,,,,,,
1145482014042147,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 3 (by Petr Vrabec)",,0,"02/28/2025 23:56",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid037ntcqjCDuBS7MLJCrw5vCcmi2Fy7ZtF8TyZ6At54R88ePrUEmZiPi7WtECkUD2WUl,0,0,Fotky,,,,,Dlouhodobě,1169,521,18,15,0,3,94,72,22,,,,,,,
1145511200705895,100057410770738,"Prague International Chess Festival","Children's Day, duel of Tata Steel Chess Tournament winners and a lot of fun in the commentary box. The greatest way of honoring the best of chess on the third day! 🎬3️⃣

🇨🇿 Dětský den, souboj vítězů Tata Steel Chess a spousta zábavy v komentátorském studiu. Skvělý způsob, jak oslavit to nejlepší z šachu během třetího dne! 🎬3️⃣","Children's Day, duel of @[100064804113626:2048:Tata Steel Chess Tournament] winners and a lot of fun in the commentary box. The greatest way of honoring the best of chess on the third day! 🎬3️⃣

🇨🇿 Dětský den, souboj vítězů Tata Steel Chess a spousta zábavy v komentátorském studiu. Skvělý způsob, jak oslavit to nejlepší z šachu během třetího dne! 🎬3️⃣",92,"03/01/2025 00:58",N/A,https://www.facebook.com/PragueChessFestival/videos/1597503484283579/,0,0,Videa,,,,,Dlouhodobě,617,446,24,18,2,4,7,,7,,,5536.266,10.084,0,0,0
1145571527366529,100057410770738,"Prague International Chess Festival","👉 Today's schedule features Round 4 of PICF 2025! Will Aravindh Chithambaram continue his winning streak? 💪 Watch the live stream from Prague at 3 PM: bit.ly/ENG_live_stream

👉 Dnes je na programu PICF 2025 4. kolo! Bude Aravindh Chithambaram pokračovat ve vítězném tažení? 💪 Od 15:00 sledujte živé přenosy z Prahy: bit.ly/CZ_zivy_prenos",,0,"03/01/2025 03:07",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02JHxSDEFUrE4akshjvojJp1aex9RWSCXFqTQ5UBDMGEvHAZWS3z1arvqrmzyDCtF7l,0,0,Fotky,,,,,Dlouhodobě,795,391,10,7,0,3,15,11,,4,,,,,,
