"ID příspěvku","ID stránky","Název stránky",Název,Popis,"Délka (v sekundách)","Čas zveřejnění","Typ titulků","Přímý odkaz","Je crosspost","Je sdílený","Typ příspěvku",Jazyky,"Vlastní štítky","Stav financovaného obsahu","Komentář s daty",Datum,Zhlédnutí,Dosah,IMPRESSION:UNIQUE_USERS,"Reakce, komentáře a sdílení",Reakce,Komentáře,Sdílení,"Celkem kliknutí","Jiná kliknutí","Spotřeba cílení na shodující se okruh uživatelů (Photo Click)","Kliknutí na odkaz","Negativní ohlasy od uživatelů: Skrýt vše","Zhlédnutí s","Průměrné zhlédnutí s","Odhadované výdělky (USD)","CPM reklamy v (USD)","Zobrazení reklamy"
1436916608232018,100057410770738,"Prague International Chess Festival","Let’s take one more look back at yesterday — specifically at the game between Jáchym Němec and Surya Shekhar Ganguly. The Czech representative secured his second win of the tournament; have a listen to his analysis.♟️🎙️

Pojďme se ještě jednou vrátit ke včerejšku, konkrétně k partii mezi Jáchymem Němcem a Suryou Shekharem Gangulym. Český reprezentant si připsal druhou výhru v turnaji, poslechněte si jeho rozbor.♟️🎙️","Let’s take one more look back at yesterday — specifically at the game between Jáchym Němec and Surya Shekhar Ganguly. The Czech representative secured his second win of the tournament; have a listen to his analysis.♟️🎙️

Pojďme se ještě jednou vrátit ke včerejšku, konkrétně k partii mezi Jáchymem Němcem a Suryou Shekharem Gangulym. Český reprezentant si připsal druhou výhru v turnaji, poslechněte si jeho rozbor.♟️🎙️",69,"02/28/2026 04:31",mixed,https://www.facebook.com/reel/916785067747636/,0,0,Videa,,,,,Dlouhodobě,1651,1358,,64,55,6,3,105,105,,,,19237.237,13.691,0,0,0
1436920368231642,100057410770738,"Prague International Chess Festival","Here are pairings for Round 4 of PICF2026 Challengers section",,0,"02/28/2026 04:38",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0237BCTUg1htETB3QN9Joux6WEvpWAG7vjcyr6irtTY5hWm6moeikqKP8cnfV3o7HAl,0,0,Fotky,,,,,Dlouhodobě,1605,1033,,7,7,0,0,29,18,11,,,,,,,
1436999648223714,100057410770738,"Prague International Chess Festival","""I am trying to be a universal player, but I am not quite,"" says sincerely the only Czech GM in the Masters field, David Navara, in his interview. You can now enjoy the full version on our YouTube channel.

„Snažím se být univerzálním hráčem, ale úplně jím nejsem,“ říká upřímně jediný český velmistr v poli Masters David Navara ve svém rozhovoru. Plnou verzi si nyní můžete vychutnat na našem YouTube kanálu.","""I am trying to be a universal player, but I am not quite,"" says sincerely the only Czech GM in the Masters field, David Navara, in his interview. You can now enjoy the full version on our YouTube channel.

„Snažím se být univerzálním hráčem, ale úplně jím nejsem,“ říká upřímně jediný český velmistr v poli Masters David Navara ve svém rozhovoru. Plnou verzi si nyní můžete vychutnat na našem YouTube kanálu.",129,"02/28/2026 06:28",uploaded,https://www.facebook.com/reel/1445536247301767/,0,0,Videa,,,,,Dlouhodobě,4502,4307,,80,70,7,3,257,257,,,,74876.973,18.566,0,0,0
1437075784882767,100057410770738,"Prague International Chess Festival","👉Today, chess has completely taken over Prague, the playing hall at the Don Giovanni Hotel is filled with fans. Come and support your favorites. ♟️ 💪 The Prague International Chess Festival runs until March 6.

👉Prahu dnes naplno ovládly šachy, hrací sál v hotelu Don Giovanni je zaplněn fanoušky. Přijďte se i vy podívat na své favority. Prague International Chess Festival probíhá až do 6. března. 

📸 Tomáš Krist",,0,"02/28/2026 08:18",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02q9N5TwakBZ58rwi1yL8fcayHTUdctwSvnW5zSJ7q6wU8wS4bV3rYsSXtmMZrrw9Fl,0,0,Fotky,,,,,Dlouhodobě,2381,1175,,47,41,0,6,224,52,172,,,,,,,
1437203254870020,100057410770738,"Prague International Chess Festival","Round 4 is over. ♟️ In the Masters, Vincent Keymer and Jorden van Foreest scored wins, with van Foreest leading the tournament. 🔥

Čtvrté kolo je za námi, v turnaji Masters si dnes připsali vítězný bod Vincent Keymer a Jorden Van Foreest, který je ve vedení turnaje.",,0,"02/28/2026 11:49",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02MYLt7bXcSqEktHnSYQQ217mC7QrEjEvEiUhMML3RdoB67iEFXJmST27px3XZsMX7l,0,0,Fotky,,,,,Dlouhodobě,842,473,,6,6,0,0,20,11,9,,,,,,,
1437222554868090,100057410770738,"Prague International Chess Festival","In Round 4 of the Challengers tournament, Benjamin Gledura and Daniil Yuffa claimed victory. Václav Finěk is still leading the tournament. 💪

Ve 4. kole turnaje Challengers vybojovali vítězný bod Benjamin Gledura a Daniil Yuffa. 💪 Ve vedení turnaje je stále Václav Finěk.",,0,"02/28/2026 12:26",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Zk2UA77MiBuPHsSLBhRsJRZAu8KmdkAoT9B1AjckTSiAYw8DBEsqHsd1BG6Pr4pul,0,0,Fotky,,,,,Dlouhodobě,2392,1569,,5,5,0,0,107,63,44,,,,,,,
1437238078199871,100057410770738,"Prague International Chess Festival","📣 INTERVIEW: In Round 4, Jorden van Foreest defeated Nodirbek Yakubboev and is now the sole leader of the Masters tournament. ♟️🔥

📣 ROZHOVOR: Jorden van Foreest ve 4. kole porazil Nodirbeka Yakubboeva a je aktuálně vedoucím hráčem turnaje Masters.","📣 INTERVIEW: In Round 4, Jorden van Foreest defeated Nodirbek Yakubboev and is now the sole leader of the Masters tournament. ♟️🔥

📣 ROZHOVOR: Jorden van Foreest ve 4. kole porazil Nodirbeka Yakubboeva a je aktuálně vedoucím hráčem turnaje Masters.",130,"02/28/2026 12:57",N/A,https://www.facebook.com/reel/927268426342258/,0,0,Videa,,,,,Dlouhodobě,798,713,,11,11,0,0,11,11,,,,5032.314,6.884,0,0,0
1437250774865268,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2026 - Round 4",,0,"02/28/2026 13:20",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02hrW7FDFPY9MDR77Wvx3yuJwFJgpfbnnz7UatsbXdX4dFvWHCEsJn2jqub6u9RTLul,0,0,Fotky,,,,,Dlouhodobě,1415,612,,26,24,0,2,204,65,139,,,,,,,
1437617801495232,100057410770738,"Prague International Chess Festival","⏰ How does it look after four rounds? ♟️ At the top of the Masters standings is Jorden van Foreest with 3 points. Half a point behind are Nodirbek Abdusattorov and David Navara.

⏰ Jak to vypadá po čtyřech odehraných kolech? ♟️ Ve vedení turnaje Masters je Jorden van Foreest se 3 body. O půl bodu méně mají Abdusattorov a Navara.",,0,"02/28/2026 23:51",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02LNR3SmitqYreG1qMqFuoQnJFCoKZtiT6p3wtWGHjMKnAYsvJgeRASENgMUqgveufl,0,0,Fotky,,,,,Dlouhodobě,4396,2917,,25,25,0,0,141,97,44,,,,,,,
1437636318160047,100057410770738,"Prague International Chess Festival","Czech colors are leading the Challengers tournament! 🇨🇿♟️ Václav Finěk remains the tournament leader with three points.
The next round starts today at 3:00 PM. 🔥

České barvy ve vedení turnaje Challengers! 🇨🇿♟️ Průběžně vedoucím hráčem je stále Václav Finěk se třemi body. Další kolo začíná dnes v 15:00.",,0,"03/01/2026 00:22",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid09PcTnEmCwvo6mKaj8nf55Ahu9dWu7p9TZUnz5P9oZWkUpJxnb7GhCXxGAz5MiQJ6l,0,0,Fotky,,,,,Dlouhodobě,5815,4188,,30,29,1,0,192,160,32,,1,,,,,
1437679201489092,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: VIP K CERO INVEST Real estate & Financial rapid tournament",,0,"03/01/2026 01:21",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid021gwae6zpV7QmYdK6JrV4txVKc4XSpnFddXaGsezpwoLToQ6XqdZEjvnkJjVCJVU1l,0,0,Fotky,,,,,Dlouhodobě,1168,524,,8,8,0,0,115,28,87,,,,,,,
1437706794819666,100057410770738,"Prague International Chess Festival","It is our great honor to welcome the legend of women’s chess Pia Cramling to the Prague International Chess Festival. ♟️✨ She is the ambassador of the Futures tournament, which is dedicated to female players this year. We truly appreciate her presence. Welcome to Prague, Mrs. Cramling. ♟️🇨🇿

Je nám ctí přivítat na Pražském šachovém festivalu legendu ženského šachu Piu Cramling. Je ambassadorkou turnaje Futures, který je v letošním roce určen nadějným šachistkám. Moc si toho vážíme, vítejte v Praze!",,0,"03/01/2026 02:13",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Fp8NXYATcjyF7oUgj7cUrfV3XFExdEhbtNCzXaUE4C6Pg8EgStQhewj1ngD2yLwWl,0,0,Fotky,,,,,Dlouhodobě,7090,5183,,142,141,0,1,314,242,72,,,,,,,
1437735764816769,100057410770738,"Prague International Chess Festival","Day 4 at the PICF was full of dramatic games and great encounters. ♟️🔥 Prague is truly living and breathing chess. Take a look. 👀✨

Čtvrtý den na Pražském šachovém festivalu plný dramatických partií i skvělých setkání. Praha žije naplno šachem. Podívejte se.","Day 4 at the PICF was full of dramatic games and great encounters. ♟️🔥 Prague is truly living and breathing chess. Take a look. 👀✨

Čtvrtý den na Pražském šachovém festivalu plný dramatických partií i skvělých setkání. Praha žije naplno šachem. Podívejte se.",99,"03/01/2026 03:07",N/A,https://www.facebook.com/reel/1474502140892217/,0,0,Videa,,,,,Dlouhodobě,887,714,,20,16,0,4,18,18,,,,7770.506,10.292,0,0,0
1437792864811059,100057410770738,"Prague International Chess Festival","Czech this out! Domestic players are in the lead of Challengers. Can they maintain their strong performance heading into the break? Enjoy your sunday with the festival and don't forget to vote fot the best games! https://praguechessfestival.com/en/2026/vote 📣

🇨🇿 Podívejte se na to, jak to Čechům v Challengers pěkně jde. Udrží domácí skvělé výkony i před přestávkou? Užijte si neděli na festivalu a nezapomeňte zahlasovat o nejlepší partii dne! https://praguechessfestival.com/cs/2026/vote 📣",,0,"03/01/2026 04:32",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02BGvvVtMSpBn76JRBqbUoWY6gYXS2P1XhzZFdpudGt78i8Qat8R8hGRAe7i9ZYLqAl,0,0,Fotky,,,,,Dlouhodobě,1062,690,,10,10,0,0,27,10,14,3,,,,,,
1437824181474594,100057410770738,"Prague International Chess Festival","💪 One final push before the rest day. Who will be on top at the halfway point of the tournament? Watch us live! https://youtube.com/watch?v=2kAZofslmtw 🔴

💪 🇨🇿 Ještě jedna šachová bitva před volným dnem. Kdo bude na čele turnaje v jeho polovině? Sledujte živě náš přenos! https://youtube.com/watch?v=fp0jRi5qcBc 🔴",,0,"03/01/2026 05:21",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0M3QQaM4bhUv9m43qUDA87ziPEBJsoEbhNnqPsCG3sP4jo5qXhm4q8f78rHL5BB5Bl,0,0,Fotky,,,,,Dlouhodobě,811,451,,6,6,0,0,18,5,7,6,,,,,,
1437878291469183,100057410770738,"Prague International Chess Festival","♟️ Our Futures ambassador Pia Cramling made the first move of Round 5! 🙏

🇨🇿 ♟️ Kdo jiný než Pia Cramling. Naše ambasadorka Futures turnaje zahájila 5. kolo! 🙏",,0,"03/01/2026 06:26",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0226kS6HXgsKTPcztE6iDgyuiahvfPc8xAWMVkBSUHVWFzZWjSZLdmZWja4QY2omNzl,0,0,Fotky,,,,,Dlouhodobě,2293,1416,,25,24,0,1,159,33,126,,,,,,,
1437909051466107,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 - Blitz tournament (by Petr Vrabec)",,0,"03/01/2026 07:14",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid04ouMyurSPE2eMVAnzqVTTjRQcNY5M2LbhgWejpKxHtdSp5QrEjCNryBonTCVWCwCl,0,0,Fotky,,,,,Dlouhodobě,2630,1243,,15,14,0,1,157,31,126,,,,,,,
1437944271462585,100057410770738,"Prague International Chess Festival","🗳 Vote for the best game of the Round 5 is now open! Watch closely and decide who will claim the price! 🥇 Link in bio! https://praguechessfestival.com/en/2026/vote

🇨🇿 🗳 Hlasování o nejlepší partii 5. kola je nyní otevřeno! Sledujte pozorně a rozhodněte, kdo si odnese cenu! Link na hlasování najdete v biu! https://praguechessfestival.com/cs/2026/vote",,0,"03/01/2026 08:05",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02CUPTxnN7Fvx74J3m1m4N8TBcfZ8kCY6tyGMmDV6ZbAa8dbtAUni7xhqoVGiD2kZVl,0,0,Fotky,,,,,Dlouhodobě,1142,683,,7,7,0,0,23,10,1,12,,,,,,
1437981658125513,100057410770738,"Prague International Chess Festival","PICF2026 - Nodirbek Yakubboev","🎙️ It’s all about preparation. Last year’s Challengers promotee @[100010138388858:2048:Nodirbek Yakubboev] has his sights set high and we’re cheering him on. Take a look! More coming soon on our YouTube channel. 🔝

🇨🇿 🎙️ Vše je o přípravě. Loňský vítěz Challengers Nodirbek Yakubboev míří vysoko a my mu držíme palce. Podívejte se na ochutnávku. Více už brzy na našem YouTube kanálu. 🔝",105,"03/01/2026 09:04",N/A,https://www.facebook.com/reel/1695623831808685/,1,0,Videa,,,,,Dlouhodobě,563,459,,5,5,0,0,3,3,,,,1848.155,3.802,0,0,0
1438064648117214,100057410770738,"Prague International Chess Festival","🗞️ Václav Finěk defends the lead, and the Indian clash goes to Divya Deshmukh. How is your favourite player doing ahead of the break?

🇨🇿 🗞️ Václav Finěk udržel vedení a indický souboj ovládla Divya Deshmukh. Jak si vede váš oblíbený hráč před přestávkou?",,0,"03/01/2026 11:30",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02byf65T5gFqzGW8ehpkJENLubVczNBcGZStQrDGMgNzGMBbY41aTxauX7Wc8MeNEEl,0,0,Fotky,,,,,Dlouhodobě,2143,1322,,11,11,0,0,93,53,40,,,,,,,
1438092451447767,100057410770738,"Prague International Chess Festival","🔥 What a round in the Masters category! You couldn’t find a draw there, friends. Quite a bang before the break! 🤯

🔥 🇨🇿 To bylo kolo v kategorii Masters! Remízu byste tam hledali marně, přátelé. Pořádná pecka před volným dnem! 🤯

Vote here for the best game / Pro nejlepší partii hlasujte zde: https://praguechessfestival.com/en/2026/vote 👈",,0,"03/01/2026 12:15",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02V97gYoH7BeL1K33A69hsXMF86WmZMLDB6LGrjULjSDWjp9mfvERPwen8te5Mx9uFl,0,0,Fotky,,,,,Dlouhodobě,1134,595,,10,10,0,0,36,10,20,6,,,,,,
1438124428111236,100057410770738,"Prague International Chess Festival","PICF2026 - Divya Deshmukh after Round 5","💬 “Unfortunately, it’s normal for me to play crazy games.” But today’s outcome definitely puts Divya Deshmukh in a wonderful mood. Congratulations on your first win! 💯

🇨🇿 💬 „Bohužel je pro mě normální hrát bláznivé partie.“ Dnešní výsledek ale dostal Divyu Deshmukh do skvělé nálady. Gratulujeme k první výhře! 💯",128,"03/01/2026 13:16",auto,https://www.facebook.com/reel/2399675087134314/,1,0,Videa,,,,,Dlouhodobě,1057,934,,16,15,0,1,29,28,,1,,9074.607,9.705,0,0,0
1438166938106985,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 - Round 5 (by Petr Vrabec)",,0,"03/01/2026 14:41",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02dQDkuuJPwcF6FJi7r1pUkivuzRE5BA8EGeqpqjGYSdPRFMGqbWvUMn6cYFZ6JddUl,0,0,Fotky,,,,,Dlouhodobě,1582,724,,23,22,0,1,143,19,124,,,,,,,
1438411388082540,100057410770738,"Prague International Chess Festival","🤗 Outstanding, masterful performances, all well worthy of a rest day. Enjoy the city, take a walk. We’ll be back tomorrow, chasing Van Leaders and cheering for David! No bias, of course! 📊

🇨🇿 🤗 Vynikající, mistrovské výkony. Všichni si plně zaslouží volný den. Užijte si město, vyrazte na procházku. Zítra jsme zpět, budeme nahánět Van Lídra a fandit Davidovi! Samozřejmě zcela nezaujatě! 📊",,0,"03/01/2026 22:08",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02fLAGrQGHgZzwn5dVyAUzb72vzbE8j83nfvEHgCxaVHRYRGPg5aJfy2eS9ggTYa2vl,0,0,Fotky,,,,,Dlouhodobě,2670,1659,,23,22,1,0,93,76,17,,,,,,,
1438442438079435,100057410770738,"Prague International Chess Festival","🫸 🫷 Five exciting challenges behind them, four more to go. The group will take a day off and then return in pursuit of a spot in the Masters. We can’t wait! ♟️

🇨🇿🫸 🫷 Pět napínavých výzev je za nimi, čtyři další je čekají. Naši Challengers si teď vezmou den volna a poté se vrátí do boje o místo v Masters. Už aby to bylo!  ♟️",,0,"03/01/2026 23:07",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0PaHs1hYNWqAojynXBKAvsTtKNXsXAgzJ7sBAFDzKoQWE3cJGeAHKhqkWuLeg6LCFl,0,0,Fotky,,,,,Dlouhodobě,2279,1440,,19,19,0,0,49,38,11,,,,,,,
1438506474739698,100057410770738,"Prague International Chess Festival","PICF2026 - Parham Maghsoodloo after Round 5","🧠 “I managed to keep my advantage. It’s always a joy to play Vincent Keymer.” Acknowledging his own game while also showing great respect for his opponent. Exactly the kind of sportsmanship we love to see from Parham Maghsoodloo. 🎙️

🇨🇿 🧠 „Podařilo se mi výhodu udržet, hrát proti Vincentu Keymerovi je vždy radost.“ Zhodnocení vlastní partie, ale zároveň velký respekt k soupeři. To je přesně ten přístup, za který si Parhama Maghsoodlooa velmi ceníme. 🎙️",67,"03/02/2026 01:08",N/A,https://www.facebook.com/reel/1248370380008397/,0,0,Videa,,,,,Dlouhodobě,748,692,,9,9,0,0,10,10,,,,3993.95,6.024,0,0,0
1438546311402381,100057410770738,"Prague International Chess Festival","PICF2026 - Round 5 highlights","🎞️ Pia Cramling is here to support young talents. We also have some very exciting games and plenty of blitz action. Just before the break, all for you to enjoy. 💯

🇨🇿 🎞️ Pia Cramling je tady, aby podpořila mladé talenty. Nechybí ani velmi atraktivní partie a spousta bleskové akce před volným dnem v turnaji. Vše je pro vás připraveno ke zhlédnutí. 💯",104,"03/02/2026 02:23",N/A,https://www.facebook.com/reel/1565222434768243/,0,0,Videa,,,,,Dlouhodobě,798,627,,15,14,0,1,7,7,,,,7063.631,10.296,0,0,0
1438574288066250,100057410770738,"Prague International Chess Festival","🤝 👩‍🦰 We invite you today to the Grand Hotel Prague Towers, where the Chess Women’s Day will take place. You can meet the Futures tournament ambassador Pia Cramling. The program will also include simultaneous exhibitions, games by leading Czech female representatives, and a screening of the award-winning documentary Sofonisba’s Chess Game. Free entry!

Read more 👉 https://praguechessfestival.com/en/2026/clanek?id=570

🇨🇿 🤝 👩‍🦰 Dnes vás zveme do Grand Hotelu Prague Towers, kde proběhne Šachový den žen. Můžete se potkat s ambasadorkou turnaje Futures Piou Cramling. Na programu budou také simultánky, partie předních českých reprezentantek i projekce oceňovaného dokumentu Sofonisba’s Chess Game. Vstup je zdarma!

Více na 👉 https://praguechessfestival.com/cs/2026/clanek?id=569",,0,"03/02/2026 03:12",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid036P6K7vu2Yut73B4qqLP13j1j1AdBvZNATs5K6PsbJqLnLMTFSqK9XU37Xz2T96JHl,0,0,Fotky,,,,,Dlouhodobě,1195,627,,8,7,1,0,22,8,8,6,,,,,,
1438761324714213,100057410770738,"Prague International Chess Festival","♟️ Chess Women’s Day is up and running! Thank you to all of you who support young girls and women on this beautiful journey. 🙏

🇨🇿♟️ Šachový den žen je v plném proudu! Děkujeme všem, kteří podporují mladé dívky a ženy na této krásné cestě. 🙏 

FIDE Commission for Women's Chess",,0,"03/02/2026 07:46",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02TJCVM9keUEesiigeLLn9X7k48SqDxYJ1L8z8R5Lco8Sv3X1dkdGnCg1yS2ievCi4l,0,0,Fotky,,,,,Dlouhodobě,2652,1462,,30,29,0,1,317,77,240,,,,,,,
1438832121373800,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 - Workshop with Pia Cramling (by Petr Vrabec)",,0,"03/02/2026 09:33",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0B4bCGyKyW6W8KNbX8SM3bR42cqJfoYf2t7CKYqV7pp2iWc8BHGtkNMd7dUDioJp4l,0,0,Fotky,,,,,Dlouhodobě,1618,689,,28,27,0,1,188,49,139,,,,,,,
1438859604704385,100057410770738,"Prague International Chess Festival","PICF2026 - Pia Cramling, Futures tournament ambassador","🎙️ ""We always need to support women, so we'll simply see more women playing chess."" Pia Cramling is our Futures role model for this year’s @[100057410770738:2048:Prague International Chess Festival]. Thank you so much for your kindness, lessons, and positive spirit! 💬

🇨🇿 🎙️ „Vždy musíme podporovat ženy, aby šachistek přibývalo."" Pia Cramling je pro naše Futures na Pražském šachovém festivalu velkým vzorem. Moc děkujeme za laskavost, cenné lekce a pozitivní energii! 💬",132,"03/02/2026 10:20",N/A,https://www.facebook.com/reel/1643812300144487/,0,0,Videa,,,,,Dlouhodobě,965,762,,18,18,0,0,15,15,,,,8560.085,10.3,0,0,0
1438972654693080,100057410770738,"Prague International Chess Festival","As part of Women’s Chess Day, Divya Deshmukh took on the role of chess instructor, explaining the basics of the game to Czech actress Aňa Geislerová. ♟️✨ We thank both remarkable women for being part of today’s event!

Divya Deshmukh se v rámci ženského šachového dne ujala role šachové lektorky, když vysvětlovala základy šachu české herečce Aně Geislerové. Děkujeme oběma významným ženám, že dorazily na dnešní událost!

#PICF #PICF2026 #chess #fidewomen #chesswomen #PragueChess","As part of Women’s Chess Day, Divya Deshmukh took on the role of chess instructor, explaining the basics of the game to Czech actress Aňa Geislerová. ♟️✨ We thank both remarkable women for being part of today’s event!

Divya Deshmukh se v rámci ženského šachového dne ujala role šachové lektorky, když vysvětlovala základy šachu české herečce Aně Geislerové. Děkujeme oběma významným ženám, že dorazily na dnešní událost!

#PICF #PICF2026 #chess #fidewomen #chesswomen #PragueChess",34,"03/02/2026 13:45",N/A,https://www.facebook.com/reel/1406963533959030/,1,0,Videa,,,,,Dlouhodobě,1849,1512,,35,34,0,1,48,48,,,,14894.541,9.511,0,0,0
1439237737999905,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 - Chess Women's Day (by Petr Vrabec)",,0,"03/02/2026 22:05",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0vkNgAJaCSeVpFjUdMKMDUyS5Vt8JqF1xLnpAHKEJ4oW6QRJRggPAUSLxjm1X13T4l,0,0,Fotky,,,,,Dlouhodobě,5761,3319,,79,73,0,6,699,157,542,,,,,,,
1439347971322215,100057410770738,"Prague International Chess Festival","Women’s Chess Day in Prague! ♟️✨ While the Masters, Challengers, and Futures tournaments had a rest day, we decided to honor all women chess players. Czech actress Aňa Geislerová also joined us for this special occasion. 🇨🇿💛

Šachový den žen v Praze! ♟️✨ Zatímco turnaje Masters, Challengers i Futures měli volný den, my jsme se rozhodli vzdát čest všem šachistkám. A dorazila i česká herečka Aňa Geislerová. 🇨🇿💛","Women’s Chess Day in Prague! ♟️✨ While the Masters, Challengers, and Futures tournaments had a rest day, we decided to honor all women chess players. Czech actress Aňa Geislerová also joined us for this special occasion. 🇨🇿💛

Šachový den žen v Praze! ♟️✨ Zatímco turnaje Masters, Challengers i Futures měli volný den, my jsme se rozhodli vzdát čest všem šachistkám. A dorazila i česká herečka Aňa Geislerová. 🇨🇿💛",103,"03/03/2026 01:50",N/A,https://www.facebook.com/reel/1553641706535790/,0,0,Videa,,,,,Dlouhodobě,1260,819,,34,26,1,7,28,28,,,,11054.499,10.438,0,0,0
1439451757978503,100057410770738,"Prague International Chess Festival","Are you excited about round six? ♟️⚔️ We sure are! 🔥

Těšíte se na šesté kolo? My rozhodně! 👍",,0,"03/03/2026 04:54",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02b9iQTiPiYQw9thdr4iiLZUGTNrVMegsEha9LLQkg7Jr7F5vq5Smnk3j4wTLGk6pel,0,0,Fotky,,,,,Dlouhodobě,811,406,,6,6,0,0,34,4,30,,,,,,,
1439520464638299,100057410770738,"Prague International Chess Festival","Day six in progress! 🫶✨🔥

Šesté kolo začalo! ♟️

#chess #chessplayer #chessboard","Day six in progress! 🫶✨🔥

Šesté kolo začalo! ♟️

#chess #chessplayer #chessboard",16,"03/03/2026 06:50",N/A,https://www.facebook.com/reel/3073881339466789/,1,0,Videa,,,,,Dlouhodobě,602,480,,9,9,0,0,4,4,,,,2559.014,5.233,0,0,0
1439537521303260,100057410770738,"Prague International Chess Festival","""I have positive memories from the last time. There are many strong players here and Prague is a beatiful city."" ♟️ Grandmaster 
Hans Niemann came back to our festival, you can enjoy full interview on our Youtube channel. 👇

""Mám na Prahu dobré vzpomínky. Je tady mnoho skvělých hráčů a město je překrásné,"" říkal před startem dalšího ročníku našeho festivalu Hans Niemann. Celý rozhovor si můžete pustit na našem youtube kanálu. ▶️","""I have positive memories from the last time. There are many strong players here and Prague is a beatiful city."" ♟️ Grandmaster 
Hans Niemann came back to our festival, you can enjoy full interview on our Youtube channel. 👇

""Mám na Prahu dobré vzpomínky. Je tady mnoho skvělých hráčů a město je překrásné,"" říkal před startem dalšího ročníku našeho festivalu Hans Niemann. Celý rozhovor si můžete pustit na našem youtube kanálu. ▶️",132,"03/03/2026 07:17",N/A,https://www.facebook.com/reel/1627056224977946/,0,0,Videa,,,,,Dlouhodobě,563,499,,4,4,0,0,8,8,,,,6462.667,12.746,0,0,0
1439623391294673,100057410770738,"Prague International Chess Festival","♟️ Over FOUR HUNDRED players participate this year in Karel Janeček OPEN tournament.🔥🎩

Thank you!!! 🙏 Karel Janeček

V turnaji Karel Janeček Open Vás hraje více než 400. 🤯 Wow. ✨",,0,"03/03/2026 09:43",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0r4mZ8GYhaxbou11fMXw1iU8MBszJSMkw9XokRtJCB5oDtRPnRx1MECTJ5d2ygrc6l,0,0,Fotky,,,,,Dlouhodobě,5550,3455,,59,56,0,3,617,141,476,,,,,,,
1439707107952968,100057410770738,"Prague International Chess Festival","Czech wonderkid still shines at the top! 🤩 Václav Finěk has four and a half points after six rounds in Challengers category. 🇨🇿💪

Český talent stále v čele Challengers! Po šesti kolech má čtyři a půl bodu. ♟️🙏",,0,"03/03/2026 12:34",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0SmBfY3wv5u6ru4csSKEdjrKUy2x5LZc6TFNu31mmsBGeWuWq2LFhEwVareXoV18Ql,0,0,Fotky,,,,,Dlouhodobě,795,484,,8,8,0,0,12,6,6,,,,,,,
1439707847952894,100057410770738,"Prague International Chess Festival","GM Jorden Van Foreest still in the lead after six rounds in Masters category! 💪♟️But David Navara and Nodirbek Abdusattorov are close! Reigning world champion Gukesh is last! 👀

Nizozemec Jorden Van Foreest vede i 6. kole v Masters. Ale David Navara s Nodirbekem Abdusattorovem jsou blízko ! Úřadující mistr světa Gukesh se trápí a klesl na poslední misto! 🤯",,0,"03/03/2026 12:35",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02EkKAPc5rj54tY2eJ271CJYbR6YRm1TcjkAuUxpm1fifiToCCaZsjRpViibCDYgB4l,0,0,Fotky,,,,,Dlouhodobě,969,543,,10,10,0,0,17,12,5,,,,,,,
